symbol,issuer,cuit,sector,currency,settlement,price,bid,ask,volume,spread_abs,spread_pct,years_to_maturity,maturity_date,liquidity_score,is_mapped
VA1AP,[VA1],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.2163,2026-09-18,33.66,False
VA1AP,[VA1],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.2163,2026-09-18,33.66,False
VAC3C,[VAC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,1.3224,2027-10-27,33.66,False
VAC3P,[VAC],,Sin mapear,ARS,1,0.0,0.0,166120.0,0.0,,,1.3224,2027-10-27,33.66,False
VBC1C,[VBC],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,0.6927,2027-03-11,33.66,False
VBC1C,[VBC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,0.6927,2027-03-11,33.66,False
VBC1D,[VBC],,Sin mapear,USD,1,0.0,102.45,0.0,0.0,,,0.6927,2027-03-11,33.66,False
VBC1O,[VBC],,Sin mapear,ARS,1,0.0,155010.0,0.0,0.0,,,0.6927,2027-03-11,33.66,False
VBC1Y,[VBC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,0.6927,2027-03-11,33.66,False
VBC3O,[VBC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.3149,2026-10-24,33.66,False
VE2LD,RICARDO VENTURINO S.A,30698318895,,USD,2,0.0,0.0,0.0,0.0,,,2.3272,2028-10-28,33.66,True
VE32P,RICARDO VENTURINO S.A,30698318895,,ARS,2,0.0,0.0,0.0,0.0,,,0.1862,2026-09-07,33.66,True
VES2L,RICARDO VENTURINO S.A,30698318895,,ARS,2,0.0,0.0,0.0,0.0,,,2.3272,2028-10-28,33.66,True
VSCID,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,0.4326,2026-12-06,33.66,True
VSCID,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,0.0,91.0,0.0,0.0,,,0.4326,2026-12-06,33.66,True
VSCIO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,0.4326,2026-12-06,33.66,True
VSCIO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,148900.0,0.0,0.0,,,0.4326,2026-12-06,33.66,True
VSCIX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,0.4326,2026-12-06,33.66,True
VSCIX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,0.4326,2026-12-06,33.66,True
VSCJD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,88.55,0.0,0.0,,,0.6708,2027-03-03,33.66,True
VSCJO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,131890.0,0.0,0.0,,,0.6708,2027-03-03,33.66,True
VSCJO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,138000.0,0.0,0.0,,,0.6708,2027-03-03,33.66,True
VSCJX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,0.6708,2027-03-03,33.66,True
VSCJX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,0.6708,2027-03-03,33.66,True
VSCJY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,0.6708,2027-03-03,33.66,True
VSCKD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,1.6728,2028-03-03,33.66,True
VSCKO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,1.6728,2028-03-03,33.66,True
VSCKX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,1.6728,2028-03-03,33.66,True
VSCKX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,1.6728,2028-03-03,33.66,True
VSCMO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,2.1136,2028-08-11,33.66,True
VSCMX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,2.1136,2028-08-11,33.66,True
VSCMX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,2.1136,2028-08-11,33.66,True
VSCOC,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,0.679,2027-03-06,33.66,True
VSCOO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,164490.0,0.0,0.0,,,0.679,2027-03-06,33.66,True
VSCOX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,0.679,2027-03-06,33.66,True
VSCOX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,0.679,2027-03-06,33.66,True
VSCOY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,0.679,2027-03-06,33.66,True
VSCOY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,0.679,2027-03-06,33.66,True
VSCOZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,0.679,2027-03-06,33.66,True
VSCOZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,0.679,2027-03-06,33.66,True
VSCPC,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,2.8392,2029-05-03,33.66,True
VSCPX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,2.8392,2029-05-03,33.66,True
VSCPX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,2.8392,2029-05-03,33.66,True
VSCPY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,2.8392,2029-05-03,33.66,True
VSCPY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,2.8392,2029-05-03,33.66,True
VSCPZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,2.8392,2029-05-03,33.66,True
VSCQC,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,2.0205,2028-07-08,33.66,True
VSCQD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,88.55,0.0,0.0,,,2.0205,2028-07-08,33.66,True
VSCQX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,2.0205,2028-07-08,33.66,True
VSCQX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,2.0205,2028-07-08,33.66,True
VSCQZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,2.0205,2028-07-08,33.66,True
VSCQZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,2.0205,2028-07-08,33.66,True
VSCRX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,5.2758,2031-10-10,33.66,True
VSCTX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,9.4428,2035-12-10,33.66,True
VSCTX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,9.4428,2035-12-10,33.66,True
VSCTZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,9.4428,2035-12-10,33.66,True
VSCUC,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,3.6824,2030-03-07,33.66,True
VSCUX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,3.6824,2030-03-07,33.66,True
VSCUX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,3.6824,2030-03-07,33.66,True
VSCUY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,3.6824,2030-03-07,33.66,True
VSCUY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,3.6824,2030-03-07,33.66,True
VSCVX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,6.9432,2033-06-10,33.66,True
VSCVX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,6.9432,2033-06-10,33.66,True
VSCVY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,6.9432,2033-06-10,33.66,True
VSCVY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,6.9432,2033-06-10,33.66,True
VSCVZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,6.9432,2033-06-10,33.66,True
VSCVZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,6.9432,2033-06-10,33.66,True
VSCWO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,156620.0,0.0,0.0,,,0.7036,2027-03-15,33.66,True
VSCWY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,0.7036,2027-03-15,33.66,True
VSCWY,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,0.7036,2027-03-15,33.66,True
VSCXX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,11.77,2038-04-08,33.66,True
VSCXX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,11.77,2038-04-08,33.66,True
VSCXZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,11.77,2038-04-08,33.66,True
VSCXZ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,11.77,2038-04-08,33.66,True
VWCDO,VOLKSWAGEN FINANCIAL SERVICES COMPAÑIA FINANCIERA SA,30682419578,,ARS,2,0.0,0.0,0.0,0.0,,,0.4463,2026-12-11,33.66,True
VWCDX,VOLKSWAGEN FINANCIAL SERVICES COMPAÑIA FINANCIERA SA,30682419578,,ARS,1,0.0,0.0,0.0,0.0,,,0.4463,2026-12-11,33.66,True
VWCDX,VOLKSWAGEN FINANCIAL SERVICES COMPAÑIA FINANCIERA SA,30682419578,,ARS,2,0.0,0.0,0.0,0.0,,,0.4463,2026-12-11,33.66,True
VWCFO,Volkswagen Financial Services Cía. Financiera S.A.,30682419578,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,1.4456,2027-12-11,33.66,True
VWCFX,Volkswagen Financial Services Cía. Financiera S.A.,30682419578,Financiero - Crédito Automotriz,ARS,2,0.0,0.0,0.0,0.0,,,1.4456,2027-12-11,33.66,True
WBS1D,BANCO MARIVA S.A.,30516420444,,USD,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,True
WBS1D,BANCO MARIVA S.A.,30516420444,,USD,2,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,True
WBS1O,BANCO MARIVA S.A.,30516420444,,ARS,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,True
WBS1O,BANCO MARIVA S.A.,30516420444,,ARS,2,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,True
WBS1X,BANCO MARIVA S.A.,30516420444,,ARS,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,True
WBS1Y,BANCO MARIVA S.A.,30516420444,,USD,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,True
WBS3D,BANCO MARIVA S.A.,30516420444,,USD,2,0.0,0.0,100.8,0.0,,,1.013,2027-07-06,33.66,True
WBS3Y,BANCO MARIVA S.A.,30516420444,,USD,1,0.0,0.0,0.0,0.0,,,1.013,2027-07-06,33.66,True
WNCOX,[WNC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.8624,2027-05-12,33.66,False
XMC1C,Minera Exar S.A.,30709667587,Minería - Litio,EXT,2,0.0,98.5,0.0,0.0,,,1.3634,2027-11-11,33.66,True
XMC1X,Minera Exar S.A.,30709667587,Minería - Litio,ARS,2,0.0,0.0,0.0,0.0,,,1.3634,2027-11-11,33.66,True
XMC1Y,Minera Exar S.A.,30709667587,Minería - Litio,USD,2,0.0,0.0,0.0,0.0,,,1.3634,2027-11-11,33.66,True
YCAMC,[YCA],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMD,[YCA],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMO,[YCA],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMO,[YCA],,Sin mapear,ARS,2,0.0,156000.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMX,[YCA],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMX,[YCA],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMY,[YCA],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMY,[YCA],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMZ,[YCA],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YCAMZ,[YCA],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,1.0541,2027-07-21,33.66,False
YFCAX,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,0.0,0.0,0.0,0.0,,,5.5934,2032-02-03,33.66,True
YFCAX,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,5.5934,2032-02-03,33.66,True
YFCDC,YPF ENERGIA ELECTRICA S.A.,30714128309,,EXT,2,0.0,0.0,0.0,0.0,,,0.1615,2026-08-29,33.66,True
YFCDD,YPF ENERGIA ELECTRICA S.A.,30714128309,,USD,2,0.0,10.001,0.0,0.0,,,0.1615,2026-08-29,33.66,True
YFCDO,YPF ENERGIA ELECTRICA S.A.,30714128309,,ARS,2,0.0,48300.0,0.0,0.0,,,0.1615,2026-08-29,33.66,True
YFCDX,YPF ENERGIA ELECTRICA S.A.,30714128309,,ARS,1,0.0,0.0,0.0,0.0,,,0.1615,2026-08-29,33.66,True
YFCDX,YPF ENERGIA ELECTRICA S.A.,30714128309,,ARS,2,0.0,0.0,0.0,0.0,,,0.1615,2026-08-29,33.66,True
YFCFX,YPF ENERGIA ELECTRICA S.A.,30714128309,,ARS,2,0.0,0.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
YFCGX,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
YFCIC,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,EXT,2,0.0,0.0,0.0,0.0,,,0.95,2027-06-13,33.66,True
YFCIO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,0.0,156620.0,0.0,0.0,,,0.95,2027-06-13,33.66,True
YFCJC,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,6.2943,2032-10-16,33.66,True
YFCJX,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,6.2943,2032-10-16,33.66,True
YFCJY,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,2,0.0,0.0,0.0,0.0,,,6.2943,2032-10-16,33.66,True
YFCJZ,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,6.2943,2032-10-16,33.66,True
YFCKX,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,0.3915,2026-11-21,33.66,True
YFCMC,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,0.8843,2027-05-20,33.66,True
YFCMD,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,1,0.0,102.5,0.0,0.0,,,0.8843,2027-05-20,33.66,True
YFCMO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,0.0,152410.0,0.0,0.0,,,0.8843,2027-05-20,33.66,True
YFCMY,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,2,0.0,0.0,0.0,0.0,,,0.8843,2027-05-20,33.66,True
YFCNC,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,EXT,2,0.0,0.0,0.0,0.0,,,0.2574,2026-10-03,33.66,True
YFCNY,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,2,0.0,0.0,0.0,0.0,,,0.2574,2026-10-03,33.66,True
YFCOC,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,2.4586,2028-12-15,33.66,True
YFCOD,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,1,0.0,106.5,0.0,0.0,,,2.4586,2028-12-15,33.66,True
YFCOO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,0.0,151010.0,0.0,0.0,,,2.4586,2028-12-15,33.66,True
YFCOY,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,2,0.0,0.0,0.0,0.0,,,2.4586,2028-12-15,33.66,True
YM34X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,7.5483,2034-01-17,33.66,True
YM34X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,7.5483,2034-01-17,33.66,True
YM34Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,7.5483,2034-01-17,33.66,True
YM34Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,7.5483,2034-01-17,33.66,True
YM34Z,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,7.5483,2034-01-17,33.66,True
YM34Z,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,7.5483,2034-01-17,33.66,True
YM35C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
YM35X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
YM35X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
YM35Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
YM35Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,0.6598,2027-02-27,33.66,True
YM37C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,0.8487,2027-05-07,33.66,True
YM37C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,0.8487,2027-05-07,33.66,True
YM37X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,0.8487,2027-05-07,33.66,True
YM37X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,0.8487,2027-05-07,33.66,True
YM37Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,0.8487,2027-05-07,33.66,True
YM37Z,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,0.8487,2027-05-07,33.66,True
YM38C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,1.0568,2027-07-22,33.66,True
YM38X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,1.0568,2027-07-22,33.66,True
YM38X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,1.0568,2027-07-22,33.66,True
YM38Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,1.0568,2027-07-22,33.66,True
YM38Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,1.0568,2027-07-22,33.66,True
YM39C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,108.25,0.0,0.0,,,4.0575,2030-07-22,33.66,True
YM39X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,4.0575,2030-07-22,33.66,True
YM39Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,4.0575,2030-07-22,33.66,True
YM39Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,4.0575,2030-07-22,33.66,True
YM40C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,2.1602,2028-08-28,33.66,True
YM40C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,0.0,104.5,0.0,,,2.1602,2028-08-28,33.66,True
YM40X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,2.1602,2028-08-28,33.66,True
YM40Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,2.1602,2028-08-28,33.66,True
YM40Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,2.1602,2028-08-28,33.66,True
YM41C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,0.5229,2027-01-08,33.66,True
YM41X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,0.5229,2027-01-08,33.66,True
YM41Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,0.5229,2027-01-08,33.66,True
YM41Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,0.5229,2027-01-08,33.66,True
YM42C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,0.0,0.0,0.0,,,2.6694,2029-03-02,33.66,True
YM42X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,2.6694,2029-03-02,33.66,True
YM42X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,2.6694,2029-03-02,33.66,True
YM42Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,2.6694,2029-03-02,33.66,True
YM42Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,2.6694,2029-03-02,33.66,True
YM43C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,3.7864,2030-04-14,33.66,True
YM43Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,3.7864,2030-04-14,33.66,True
YM43Y,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,3.7864,2030-04-14,33.66,True
YMC1C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,0.0,0.0,0.0,,,2.9897,2029-06-27,33.66,True
YMC1D,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,0.0,0.0,0.0,,,2.9897,2029-06-27,33.66,True
YMC1D,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,0.0,0.0,0.0,0.0,,,2.9897,2029-06-27,33.66,True
YMC1O,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,2.9897,2029-06-27,33.66,True
YMC1O,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,2.9897,2029-06-27,33.66,True
YMC1X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,2.9897,2029-06-27,33.66,True
YMC1X,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,0.0,0.0,0.0,0.0,,,2.9897,2029-06-27,33.66,True
YMCIX,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,0.0,0.0,0.0,,,3.0034,2029-07-02,33.66,True
